index,label
1,indexing
2,indexing
3,indexing
4,indexing
5,emblematic
6,indexing
7,indexing
8,molding
9,molding
10,emblematic
11,indexing
12,indexing
13,indexing
14,indexing
15,molding
16,other
17,indexing
18,indexing
19,indexing
20,indexing
21,indexing
22,indexing
23,indexing
24,indexing
25,other
26,molding
27,indexing
28,molding
29,indexing
30,indexing
31,other
32,indexing
33,molding
34,molding
35,indexing
36,other
37,other
38,other
39,molding
40,indexing
41,emblematic
42,indexing
43,other
44,indexing
45,other
46,indexing
47,indexing
48,indexing
49,indexing
50,indexing
51,indexing
52,molding
53,molding
54,indexing
55,indexing
56,indexing
57,indexing
58,representing
59,indexing
60,molding
61,indexing
62,indexing
63,indexing
64,representing
65,molding
66,indexing
67,molding
68,indexing
69,indexing
70,indexing
71,other
72,indexing
73,indexing
74,indexing
75,indexing
76,indexing
77,indexing
78,indexing
79,indexing
80,indexing
81,molding
82,indexing
83,indexing
84,indexing
85,drawing
86,indexing
87,indexing
88,indexing
89,indexing
90,indexing
91,indexing
92,indexing
93,indexing
94,indexing
95,indexing
96,indexing
97,indexing
98,indexing
99,molding
100,indexing
101,emblematic
102,indexing
103,other
104,molding
105,indexing
106,indexing
107,indexing
108,indexing
109,indexing
110,indexing
111,indexing
112,indexing
113,indexing
114,indexing
115,indexing
116,indexing
117,molding
118,molding
119,indexing
120,indexing
121,indexing
122,indexing
123,indexing
124,molding
125,indexing
126,representing
127,indexing
128,representing
129,emblematic
130,indexing
131,emblematic
132,indexing
133,representing
134,other
135,indexing
136,indexing
137,indexing
138,indexing
139,indexing
140,molding
141,indexing
142,emblematic
143,molding
144,indexing
145,molding
146,molding
147,indexing
