index,label
1,Gesture
2,NoGesture
3,Gesture
4,NoGesture
5,Gesture
6,NoGesture
7,NoGesture
8,Gesture
9,NoGesture
10,NoGesture
11,Gesture
12,Gesture
13,NoGesture
14,Gesture
15,NoGesture
16,Gesture
17,Gesture
18,NoGesture
19,NoGesture
20,Gesture
21,Gesture
22,Gesture
23,Gesture
24,Gesture
25,NoGesture
26,NoGesture
27,Gesture
28,Gesture
29,Gesture
30,Gesture
31,NoGesture
32,Gesture
33,NoGesture
34,Gesture
35,Gesture
36,Gesture
37,NoGesture
38,Gesture
39,Gesture
40,NoGesture
41,Gesture
42,NoGesture
