index,label
1,indexing
2,representing
3,indexing
4,representing
5,representing
6,representing
7,indexing
8,representing
9,representing
10,representing
11,representing
12,emblematic
13,emblematic
14,representing
15,representing
16,indexing
17,indexing
18,indexing
19,indexing
20,representing
21,representing
22,representing
23,representing
24,indexing
25,representing
26,representing
27,emblematic
28,indexing
29,indexing
30,indexing
31,indexing
32,indexing
33,indexing
34,indexing
35,indexing
36,indexing
37,representing
38,indexing
39,indexing
40,indexing
41,emblematic
42,indexing
43,indexing
44,indexing
45,emblematic
46,indexing
47,emblematic
48,representing
49,indexing
50,indexing
51,indexing
52,indexing
53,emblematic
54,indexing
55,indexing
56,indexing
57,indexing
58,indexing
59,indexing
60,emblematic
61,indexing
62,indexing
63,indexing
64,indexing
65,indexing
66,indexing
67,indexing
68,representing
69,indexing
70,emblematic
71,representing
72,representing
73,emblematic
74,representing
75,indexing
76,representing
77,indexing
78,emblematic
79,representing
80,indexing
81,representing
82,indexing
83,indexing
84,indexing
85,indexing
86,indexing
87,emblematic
88,indexing
89,emblematic
90,representing
91,indexing
92,emblematic
93,representing
94,indexing
95,representing
96,representing
97,representing
98,indexing
99,representing
100,indexing
101,indexing
102,molding
103,indexing
104,indexing
105,indexing
106,indexing
107,indexing
108,emblematic
109,indexing
110,indexing
111,indexing
112,indexing
113,emblematic
114,representing
115,indexing
116,indexing
117,indexing
118,emblematic
119,emblematic
120,indexing
121,indexing
122,indexing
123,indexing
124,indexing
125,indexing
126,indexing
127,representing
128,indexing
129,indexing
130,indexing
131,indexing
132,emblematic
133,emblematic
134,emblematic
135,indexing
136,representing
137,indexing
138,indexing
139,indexing
140,indexing
141,emblematic
142,indexing
143,indexing
144,indexing
145,indexing
146,representing
147,indexing
148,representing
149,indexing
150,representing
151,indexing
152,indexing
153,indexing
154,indexing
155,indexing
156,indexing
157,indexing
158,indexing
159,indexing
160,emblematic
161,representing
162,indexing
163,indexing
164,indexing
165,indexing
166,emblematic
167,emblematic
168,indexing
169,indexing
170,indexing
171,indexing
172,indexing
173,emblematic
174,indexing
175,indexing
176,indexing
177,indexing
178,indexing
179,indexing
180,representing
181,indexing
182,representing
183,indexing
184,indexing
185,indexing
186,indexing
187,indexing
188,indexing
189,indexing
190,indexing
191,indexing
192,indexing
193,indexing
194,representing
195,indexing
196,emblematic
197,emblematic
198,indexing
199,representing
200,emblematic
201,indexing
202,indexing
203,emblematic
204,indexing
205,representing
206,indexing
207,emblematic
208,indexing
209,emblematic
210,indexing
211,emblematic
212,indexing
213,emblematic
214,emblematic
215,emblematic
216,representing
217,emblematic
218,representing
219,representing
220,representing
221,representing
222,representing
223,indexing
224,representing
225,representing
226,representing
227,representing
228,representing
229,representing
230,representing
231,indexing
232,representing
233,representing
234,indexing
235,representing
236,representing
237,representing
238,representing
239,representing
240,representing
241,indexing
242,representing
243,representing
244,representing
245,representing
246,representing
247,representing
248,representing
249,representing
250,representing
251,representing
252,representing
253,indexing
254,representing
255,representing
256,emblematic
