index,label
1,Gesture
2,Gesture
3,Gesture
4,Gesture
5,Gesture
6,Gesture
7,Gesture
8,NoGesture
9,Gesture
10,Gesture
11,Gesture
12,Gesture
13,Gesture
14,NoGesture
15,Gesture
16,Gesture
17,NoGesture
18,Gesture
19,Gesture
20,NoGesture
21,NoGesture
22,NoGesture
23,Gesture
24,Gesture
25,Gesture
26,Gesture
27,Gesture
28,NoGesture
29,NoGesture
30,Gesture
31,Gesture
32,NoGesture
33,Gesture
34,NoGesture
35,Gesture
36,NoGesture
37,Gesture
38,Gesture
39,Gesture
40,Gesture
41,Gesture
42,Gesture
43,Gesture
44,Gesture
45,Gesture
46,Gesture
47,Gesture
48,Gesture
49,Gesture
50,Gesture
51,Gesture
52,Gesture
53,Gesture
54,NoGesture
55,Gesture
56,Gesture
57,Gesture
58,Gesture
59,Gesture
60,Gesture
61,Gesture
62,Gesture
63,Gesture
64,Gesture
65,Gesture
66,Gesture
67,Gesture
68,Gesture
69,Gesture
70,Gesture
71,Gesture
72,Gesture
73,Gesture
