index,label
0,Gesture
1,NoGesture
2,NoGesture
3,NoGesture
4,Gesture
5,Gesture
6,Gesture
7,NoGesture
8,Gesture
9,NoGesture
10,Gesture
11,NoGesture
12,NoGesture
13,NoGesture
14,NoGesture
15,NoGesture
16,NoGesture
17,NoGesture
18,NoGesture
19,NoGesture
20,NoGesture
21,Gesture
22,Gesture
23,NoGesture
24,Gesture
25,Gesture
26,Gesture
27,Gesture
28,Gesture
29,Gesture
30,NoGesture
31,Gesture
32,NoGesture
33,Gesture
34,Gesture
35,Gesture
36,Gesture
37,Gesture
38,Gesture
39,Gesture
40,NoGesture
41,NoGesture
42,NoGesture
43,NoGesture
44,NoGesture
45,NoGesture
46,Gesture
47,Gesture
48,Gesture
49,Gesture
50,Gesture
51,Gesture
52,NoGesture
53,Gesture
54,Gesture
55,Gesture
56,Gesture
57,Gesture
58,NoGesture
59,NoGesture
60,NoGesture
61,NoGesture
62,NoGesture
63,Gesture
64,NoGesture
65,Gesture
66,Gesture
67,NoGesture
68,Gesture
69,NoGesture
70,NoGesture
71,NoGesture
72,Gesture
73,NoGesture
74,NoGesture
75,NoGesture
76,NoGesture
77,NoGesture
78,NoGesture
79,Gesture
80,NoGesture
81,NoGesture
82,NoGesture
83,NoGesture
84,NoGesture
85,NoGesture
86,NoGesture
87,NoGesture
88,NoGesture
89,NoGesture
90,NoGesture
91,Gesture
92,NoGesture
93,Gesture
94,NoGesture
95,NoGesture
96,NoGesture
97,NoGesture
98,NoGesture
99,NoGesture
100,NoGesture
101,NoGesture
102,NoGesture
103,NoGesture
104,NoGesture
105,Gesture
106,Gesture
107,Gesture
108,Gesture
109,NoGesture
110,NoGesture
111,NoGesture
112,NoGesture
113,Gesture
114,NoGesture
115,NoGesture
116,NoGesture
117,Gesture
118,NoGesture
119,NoGesture
120,NoGesture
121,NoGesture
122,NoGesture
123,NoGesture
124,NoGesture
125,Gesture
126,Gesture
127,NoGesture
128,Gesture
129,Gesture
130,NoGesture
131,NoGesture
132,NoGesture
133,NoGesture
134,NoGesture
135,NoGesture
136,NoGesture
137,NoGesture
138,NoGesture
139,NoGesture
140,NoGesture
141,NoGesture
142,NoGesture
143,NoGesture
144,NoGesture
145,NoGesture
146,NoGesture
147,NoGesture
148,NoGesture
149,NoGesture
150,NoGesture
151,Gesture
152,NoGesture
153,NoGesture
154,NoGesture
155,NoGesture
156,NoGesture
157,NoGesture
158,NoGesture
159,Gesture
160,NoGesture
161,NoGesture
162,NoGesture
163,Gesture
164,Gesture
165,NoGesture
166,NoGesture
167,NoGesture
168,NoGesture
169,NoGesture
170,NoGesture
171,NoGesture
172,NoGesture
173,Gesture
174,Gesture
175,Gesture
176,Gesture
177,Gesture
178,Gesture
179,Gesture
180,Gesture
181,Gesture
