index,label
0,representing
1,representing
2,representing
3,representing
4,representing
5,representing
6,representing
7,representing
8,emblematic
9,representing
10,representing
11,representing
12,representing
13,representing
14,indexing
15,representing
16,emblematic
17,representing
18,emblematic
19,representing
20,representing
21,representing
22,emblematic
23,representing
24,representing
25,representing
26,representing
27,representing
28,representing
29,representing
30,representing
31,representing
32,representing
33,representing
34,representing
35,representing
36,emblematic
37,indexing
38,indexing
39,emblematic
40,representing
41,representing
42,representing
43,emblematic
44,emblematic
45,representing
46,emblematic
47,representing
48,emblematic
49,representing
50,representing
51,indexing
52,representing
53,emblematic
54,representing
55,representing
56,emblematic
57,representing
58,representing
59,representing
60,representing
61,representing
62,representing
63,representing
64,indexing
65,representing
66,emblematic
67,representing
68,representing
69,representing
70,representing
71,representing
72,representing
73,representing
74,representing
75,representing
76,representing
77,representing
78,representing
79,emblematic
80,representing
81,representing
82,indexing
83,representing
84,representing
85,representing
86,representing
87,representing
88,representing
89,representing
90,representing
91,representing
92,emblematic
93,representing
94,representing
