index,label
0,indexing
1,indexing
2,representing
3,representing
4,indexing
5,emblematic
6,indexing
7,indexing
8,indexing
9,indexing
10,indexing
11,emblematic
12,indexing
13,molding
14,indexing
15,indexing
16,representing
17,indexing
18,indexing
19,emblematic
20,indexing
21,molding
22,indexing
23,indexing
24,indexing
25,indexing
26,indexing
27,indexing
28,indexing
29,emblematic
30,indexing
31,indexing
32,indexing
33,molding
34,drawing
35,indexing
36,indexing
37,indexing
38,indexing
39,indexing
40,indexing
41,indexing
42,emblematic
43,emblematic
44,indexing
45,emblematic
46,representing
47,indexing
48,indexing
49,indexing
50,emblematic
51,indexing
52,indexing
53,indexing
54,emblematic
55,emblematic
56,indexing
57,indexing
58,indexing
59,emblematic
60,indexing
61,indexing
62,emblematic
63,indexing
64,indexing
65,representing
66,emblematic
67,indexing
68,emblematic
69,emblematic
70,representing
71,indexing
72,emblematic
