index,label
0,representing
1,representing
2,representing
3,representing
4,representing
5,representing
6,indexing
7,indexing
8,representing
9,indexing
10,representing
11,representing
12,representing
13,emblematic
14,emblematic
15,indexing
16,emblematic
17,emblematic
18,representing
19,representing
20,emblematic
21,representing
22,representing
23,emblematic
24,indexing
25,indexing
26,indexing
27,emblematic
28,emblematic
29,emblematic
30,emblematic
31,emblematic
32,representing
33,representing
34,representing
35,representing
36,molding
37,emblematic
38,representing
39,indexing
40,representing
41,representing
