index,label
0,other
1,other
2,other
3,other
4,other
5,other
6,other
7,other
8,other
9,other
10,other
11,other
12,other
13,other
14,indexing
15,other
16,other
17,wave
18,other
19,other
20,indexing
21,other
22,indexing
23,other
24,other
25,indexing
26,indexing
27,indexing
28,other
29,other
30,indexing
31,other
32,other
33,other
34,indexing
35,indexing
36,wave
37,other
38,drawing
39,indexing
40,other
41,other
42,wave
43,other
44,other
45,other
46,other
47,indexing
48,indexing
49,other
50,other
51,other
52,other
53,other
54,other
55,other
56,other
57,other
58,other
59,indexing
60,other
61,indexing
62,other
63,drawing
64,clapping
65,other
66,other
67,other
68,indexing
69,other
70,indexing
71,other
72,other
