index,label
0,indexing
1,other
2,other
3,other
4,indexing
5,other
6,other
7,other
8,indexing
9,other
10,other
11,other
12,other
13,other
14,emblematic
15,indexing
16,other
17,emblematic
18,other
19,other
20,other
21,other
22,emblematic
23,other
24,other
25,other
26,other
27,emblematic
28,other
29,other
30,other
31,other
32,clapping
33,other
34,emblematic
35,emblematic
36,emblematic
37,indexing
38,indexing
39,other
40,clapping
41,other
42,other
43,clapping
44,other
45,other
46,other
47,other
48,clapping
49,other
50,other
51,indexing
52,emblematic
53,other
54,other
55,clapping
56,clapping
57,other
58,other
59,other
60,other
61,other
62,indexing
63,emblematic
64,indexing
65,other
66,other
67,emblematic
68,other
69,other
70,other
71,other
72,other
73,other
74,other
75,emblematic
76,emblematic
77,other
78,clapping
79,other
80,indexing
81,emblematic
82,emblematic
83,other
84,emblematic
85,emblematic
86,emblematic
87,other
88,clapping
89,emblematic
90,clapping
91,emblematic
92,clapping
93,indexing
94,emblematic
