index,label
0,other
1,drawing
2,other
3,indexing
4,indexing
5,other
6,other
7,indexing
8,other
9,other
10,other
11,other
12,other
13,other
14,other
15,other
16,other
17,other
18,other
19,other
20,other
21,other
22,other
23,other
24,other
25,other
26,other
27,indexing
28,other
29,other
30,other
31,other
32,other
33,other
34,drawing
35,other
36,other
37,other
38,other
39,other
40,other
41,other
42,other
43,other
44,other
45,other
46,other
47,indexing
48,indexing
49,indexing
50,indexing
51,indexing
52,other
53,indexing
54,other
55,other
56,other
57,other
58,clapping
59,other
60,other
61,other
62,other
63,other
64,other
65,other
66,emblematic
67,indexing
68,other
69,indexing
70,other
71,other
72,other
