index,start_sec,end_sec,tier,label,video_path,eaf_path
0,838.980,840.000,left_hand-mode,NoGesture,videos_to_label/000.mp4,annotations/000.eaf
1,841.280,842.300,left_hand-mode,NoGesture,videos_to_label/001.mp4,annotations/001.eaf
2,843.310,844.470,left_hand-mode,NoGesture,videos_to_label/002.mp4,annotations/002.eaf
3,844.500,845.790,left_hand-mode,NoGesture,videos_to_label/003.mp4,annotations/003.eaf
4,845.870,847.020,left_hand-mode,NoGesture,videos_to_label/004.mp4,annotations/004.eaf
5,847.080,848.290,left_hand-mode,NoGesture,videos_to_label/005.mp4,annotations/005.eaf
6,848.350,849.990,left_hand-mode,NoGesture,videos_to_label/006.mp4,annotations/006.eaf
7,852.630,853.330,left_hand-mode,NoGesture,videos_to_label/007.mp4,annotations/007.eaf
8,863.070,864.300,left_hand-mode,NoGesture,videos_to_label/008.mp4,annotations/008.eaf
9,870.320,871.290,left_hand-mode,NoGesture,videos_to_label/009.mp4,annotations/009.eaf
10,884.340,885.360,left_hand-mode,NoGesture,videos_to_label/010.mp4,annotations/010.eaf
11,885.430,886.450,left_hand-mode,NoGesture,videos_to_label/011.mp4,annotations/011.eaf
12,886.560,887.580,left_hand-mode,NoGesture,videos_to_label/012.mp4,annotations/012.eaf
13,887.620,888.640,left_hand-mode,NoGesture,videos_to_label/013.mp4,annotations/013.eaf
14,888.690,889.710,left_hand-mode,NoGesture,videos_to_label/014.mp4,annotations/014.eaf
15,890.394,891.298,left_hand-mode,beat,videos_to_label/015.mp4,annotations/015.eaf
16,891.420,892.440,left_hand-mode,NoGesture,videos_to_label/016.mp4,annotations/016.eaf
17,892.530,893.550,left_hand-mode,NoGesture,videos_to_label/017.mp4,annotations/017.eaf
18,893.590,894.610,left_hand-mode,NoGesture,videos_to_label/018.mp4,annotations/018.eaf
19,894.660,895.680,left_hand-mode,NoGesture,videos_to_label/019.mp4,annotations/019.eaf
20,895.730,896.750,left_hand-mode,NoGesture,videos_to_label/020.mp4,annotations/020.eaf
21,898.390,899.410,left_hand-mode,NoGesture,videos_to_label/021.mp4,annotations/021.eaf
22,899.480,900.500,left_hand-mode,NoGesture,videos_to_label/022.mp4,annotations/022.eaf
23,900.560,901.580,left_hand-mode,NoGesture,videos_to_label/023.mp4,annotations/023.eaf
24,907.360,908.120,left_hand-mode,NoGesture,videos_to_label/024.mp4,annotations/024.eaf
25,908.170,909.430,left_hand-mode,NoGesture,videos_to_label/025.mp4,annotations/025.eaf
26,909.460,910.980,left_hand-mode,NoGesture,videos_to_label/026.mp4,annotations/026.eaf
27,911.030,912.080,left_hand-mode,NoGesture,videos_to_label/027.mp4,annotations/027.eaf
28,912.140,912.610,left_hand-mode,NoGesture,videos_to_label/028.mp4,annotations/028.eaf
29,912.670,913.990,left_hand-mode,NoGesture,videos_to_label/029.mp4,annotations/029.eaf
30,914.040,915.020,left_hand-mode,NoGesture,videos_to_label/030.mp4,annotations/030.eaf
31,915.080,916.100,left_hand-mode,NoGesture,videos_to_label/031.mp4,annotations/031.eaf
32,921.489,922.234,left_hand-mode,beat,videos_to_label/032.mp4,annotations/032.eaf
33,981.883,982.936,left_hand-mode,indexing,videos_to_label/033.mp4,annotations/033.eaf
34,994.638,996.543,left_hand-mode,indexing,videos_to_label/034.mp4,annotations/034.eaf
35,996.840,997.872,left_hand-mode,indexing,videos_to_label/035.mp4,annotations/035.eaf
36,1001.628,1006.862,left_hand-mode,indexing,videos_to_label/036.mp4,annotations/036.eaf
37,1017.383,1020.149,left_hand-mode,indexing,videos_to_label/037.mp4,annotations/037.eaf
38,1022.064,1023.404,left_hand-mode,indexing,videos_to_label/038.mp4,annotations/038.eaf
39,1023.521,1024.447,left_hand-mode,molding,videos_to_label/039.mp4,annotations/039.eaf
40,1025.638,1027.085,left_hand-mode,molding,videos_to_label/040.mp4,annotations/040.eaf
41,1027.404,1029.096,left_hand-mode,molding,videos_to_label/041.mp4,annotations/041.eaf
42,1058.383,1060.213,left_hand-mode,molding,videos_to_label/042.mp4,annotations/042.eaf
43,1060.255,1062.575,left_hand-mode,indexing,videos_to_label/043.mp4,annotations/043.eaf
44,1127.777,1130.170,left_hand-mode,emblematic,videos_to_label/044.mp4,annotations/044.eaf
45,1238.064,1240.777,left_hand-mode,emblematic,videos_to_label/045.mp4,annotations/045.eaf
46,840.120,841.140,right_hand-mode,NoGesture,videos_to_label/046.mp4,annotations/046.eaf
47,857.128,859.202,right_hand-mode,emblematic,videos_to_label/047.mp4,annotations/047.eaf
48,860.319,861.340,right_hand-mode,other,videos_to_label/048.mp4,annotations/048.eaf
49,862.330,862.926,right_hand-mode,other,videos_to_label/049.mp4,annotations/049.eaf
50,864.370,865.710,right_hand-mode,NoGesture,videos_to_label/050.mp4,annotations/050.eaf
51,871.340,872.460,right_hand-mode,NoGesture,videos_to_label/051.mp4,annotations/051.eaf
52,872.510,873.560,right_hand-mode,NoGesture,videos_to_label/052.mp4,annotations/052.eaf
53,873.630,874.990,right_hand-mode,NoGesture,videos_to_label/053.mp4,annotations/053.eaf
54,896.830,897.850,right_hand-mode,NoGesture,videos_to_label/054.mp4,annotations/054.eaf
55,897.850,898.310,right_hand-mode,NoGesture,videos_to_label/055.mp4,annotations/055.eaf
56,901.630,902.690,right_hand-mode,NoGesture,videos_to_label/056.mp4,annotations/056.eaf
57,902.730,904.180,right_hand-mode,NoGesture,videos_to_label/057.mp4,annotations/057.eaf
58,904.220,906.050,right_hand-mode,NoGesture,videos_to_label/058.mp4,annotations/058.eaf
59,906.070,907.310,right_hand-mode,NoGesture,videos_to_label/059.mp4,annotations/059.eaf
60,916.150,917.170,right_hand-mode,NoGesture,videos_to_label/060.mp4,annotations/060.eaf
61,917.220,918.240,right_hand-mode,NoGesture,videos_to_label/061.mp4,annotations/061.eaf
62,918.320,919.340,right_hand-mode,NoGesture,videos_to_label/062.mp4,annotations/062.eaf
63,919.400,920.320,right_hand-mode,NoGesture,videos_to_label/063.mp4,annotations/063.eaf
64,920.320,921.340,right_hand-mode,NoGesture,videos_to_label/064.mp4,annotations/064.eaf
65,922.330,923.350,right_hand-mode,NoGesture,videos_to_label/065.mp4,annotations/065.eaf
66,923.530,924.550,right_hand-mode,NoGesture,videos_to_label/066.mp4,annotations/066.eaf
67,924.740,925.760,right_hand-mode,NoGesture,videos_to_label/067.mp4,annotations/067.eaf
68,925.820,926.840,right_hand-mode,NoGesture,videos_to_label/068.mp4,annotations/068.eaf
69,926.880,927.750,right_hand-mode,NoGesture,videos_to_label/069.mp4,annotations/069.eaf
70,927.770,928.550,right_hand-mode,NoGesture,videos_to_label/070.mp4,annotations/070.eaf
71,928.590,930.000,right_hand-mode,NoGesture,videos_to_label/071.mp4,annotations/071.eaf
72,930.220,931.240,right_hand-mode,NoGesture,videos_to_label/072.mp4,annotations/072.eaf
73,931.270,932.290,right_hand-mode,NoGesture,videos_to_label/073.mp4,annotations/073.eaf
74,935.300,936.440,right_hand-mode,NoGesture,videos_to_label/074.mp4,annotations/074.eaf
75,984.160,985.085,right_hand-mode,indexing,videos_to_label/075.mp4,annotations/075.eaf
76,985.436,986.404,right_hand-mode,drawing,videos_to_label/076.mp4,annotations/076.eaf
77,986.596,987.149,right_hand-mode,indexing,videos_to_label/077.mp4,annotations/077.eaf
78,988.957,994.213,right_hand-mode,representing,videos_to_label/078.mp4,annotations/078.eaf
79,997.851,999.394,right_hand-mode,representing,videos_to_label/079.mp4,annotations/079.eaf
80,1000.032,1001.213,right_hand-mode,drawing,videos_to_label/080.mp4,annotations/080.eaf
81,1007.170,1016.117,right_hand-mode,other,videos_to_label/081.mp4,annotations/081.eaf
82,1081.234,1086.638,right_hand-mode,other,videos_to_label/082.mp4,annotations/082.eaf
83,1120.043,1120.926,right_hand-mode,emblematic,videos_to_label/083.mp4,annotations/083.eaf
84,1121.277,1122.032,right_hand-mode,emblematic,videos_to_label/084.mp4,annotations/084.eaf
85,1127.777,1130.170,right_hand-mode,emblematic,videos_to_label/085.mp4,annotations/085.eaf
86,1205.351,1206.266,right_hand-mode,other,videos_to_label/086.mp4,annotations/086.eaf
87,1238.064,1240.777,right_hand-mode,emblematic,videos_to_label/087.mp4,annotations/087.eaf
88,842.350,843.240,both_hands-mode,NoGesture,videos_to_label/088.mp4,annotations/088.eaf
89,853.400,854.860,both_hands-mode,NoGesture,videos_to_label/089.mp4,annotations/089.eaf
90,854.936,856.479,both_hands-mode,beat,videos_to_label/090.mp4,annotations/090.eaf
91,865.780,866.790,both_hands-mode,NoGesture,videos_to_label/091.mp4,annotations/091.eaf
92,866.840,868.120,both_hands-mode,NoGesture,videos_to_label/092.mp4,annotations/092.eaf
93,868.180,869.200,both_hands-mode,NoGesture,videos_to_label/093.mp4,annotations/093.eaf
94,869.240,870.260,both_hands-mode,NoGesture,videos_to_label/094.mp4,annotations/094.eaf
95,875.020,876.240,both_hands-mode,NoGesture,videos_to_label/095.mp4,annotations/095.eaf
96,876.260,877.610,both_hands-mode,NoGesture,videos_to_label/096.mp4,annotations/096.eaf
97,877.650,879.420,both_hands-mode,NoGesture,videos_to_label/097.mp4,annotations/097.eaf
98,879.480,879.970,both_hands-mode,NoGesture,videos_to_label/098.mp4,annotations/098.eaf
99,880.010,880.510,both_hands-mode,NoGesture,videos_to_label/099.mp4,annotations/099.eaf
100,880.550,881.370,both_hands-mode,NoGesture,videos_to_label/100.mp4,annotations/100.eaf
101,881.430,882.490,both_hands-mode,NoGesture,videos_to_label/101.mp4,annotations/101.eaf
102,882.570,884.280,both_hands-mode,NoGesture,videos_to_label/102.mp4,annotations/102.eaf
103,933.330,935.223,both_hands-mode,other,videos_to_label/103.mp4,annotations/103.eaf
104,977.085,977.947,both_hands-mode,beat,videos_to_label/104.mp4,annotations/104.eaf
105,980.096,981.702,both_hands-mode,beat,videos_to_label/105.mp4,annotations/105.eaf
106,1038.692,1042.479,both_hands-mode,other,videos_to_label/106.mp4,annotations/106.eaf
107,1054.383,1056.096,both_hands-mode,other,videos_to_label/107.mp4,annotations/107.eaf
108,1096.904,1097.692,both_hands-mode,other,videos_to_label/108.mp4,annotations/108.eaf
109,1097.755,1099.043,both_hands-mode,other,videos_to_label/109.mp4,annotations/109.eaf
110,1241.032,1242.075,both_hands-mode,other,videos_to_label/110.mp4,annotations/110.eaf
111,1284.606,1285.872,both_hands-mode,other,videos_to_label/111.mp4,annotations/111.eaf
112,1340.223,1343.575,both_hands-mode,other,videos_to_label/112.mp4,annotations/112.eaf
