index,start_sec,end_sec,tier,label,video_path,eaf_path
0,617.143,621.994,left_hand-mode,molding,videos_to_label/000.mp4,annotations/000.eaf
1,622.800,623.875,left_hand-mode,beat,videos_to_label/001.mp4,annotations/001.eaf
2,624.499,624.980,left_hand-mode,indexing,videos_to_label/002.mp4,annotations/002.eaf
3,650.130,651.170,left_hand-mode,NoGesture,videos_to_label/003.mp4,annotations/003.eaf
4,651.360,652.280,left_hand-mode,NoGesture,videos_to_label/004.mp4,annotations/004.eaf
5,653.240,654.220,left_hand-mode,NoGesture,videos_to_label/005.mp4,annotations/005.eaf
6,654.350,655.400,left_hand-mode,NoGesture,videos_to_label/006.mp4,annotations/006.eaf
7,657.200,658.200,left_hand-mode,NoGesture,videos_to_label/007.mp4,annotations/007.eaf
8,668.830,669.830,left_hand-mode,NoGesture,videos_to_label/008.mp4,annotations/008.eaf
9,669.990,670.830,left_hand-mode,NoGesture,videos_to_label/009.mp4,annotations/009.eaf
10,671.520,672.550,left_hand-mode,NoGesture,videos_to_label/010.mp4,annotations/010.eaf
11,672.720,673.660,left_hand-mode,NoGesture,videos_to_label/011.mp4,annotations/011.eaf
12,673.900,674.910,left_hand-mode,NoGesture,videos_to_label/012.mp4,annotations/012.eaf
13,680.331,682.260,left_hand-mode,other,videos_to_label/013.mp4,annotations/013.eaf
14,683.500,684.420,left_hand-mode,NoGesture,videos_to_label/014.mp4,annotations/014.eaf
15,684.470,685.490,left_hand-mode,NoGesture,videos_to_label/015.mp4,annotations/015.eaf
16,685.580,686.600,left_hand-mode,NoGesture,videos_to_label/016.mp4,annotations/016.eaf
17,686.710,687.610,left_hand-mode,NoGesture,videos_to_label/017.mp4,annotations/017.eaf
18,701.170,702.210,left_hand-mode,NoGesture,videos_to_label/018.mp4,annotations/018.eaf
19,702.280,703.390,left_hand-mode,NoGesture,videos_to_label/019.mp4,annotations/019.eaf
20,710.350,711.560,left_hand-mode,NoGesture,videos_to_label/020.mp4,annotations/020.eaf
21,716.360,717.580,left_hand-mode,NoGesture,videos_to_label/021.mp4,annotations/021.eaf
