frame,time,label
0,0.1334666666666666,NoGesture
1,0.1668333333333333,NoGesture
2,0.2002,NoGesture
3,0.2335666666666666,NoGesture
4,0.2669333333333333,NoGesture
5,0.3003,NoGesture
6,0.3336666666666666,NoGesture
7,0.3670333333333333,NoGesture
8,0.4004,NoGesture
9,0.4337666666666667,NoGesture
10,0.4671333333333333,NoGesture
11,0.5005000000000001,NoGesture
12,0.5338666666666667,NoGesture
13,0.5672333333333334,NoGesture
14,0.6006,NoGesture
15,0.6339666666666667,NoGesture
16,0.6673333333333333,NoGesture
17,0.7007,NoGesture
18,0.7340666666666666,NoGesture
19,0.7674333333333333,NoGesture
20,0.8008000000000001,NoGesture
21,0.8341666666666667,NoGesture
22,0.8675333333333334,NoGesture
23,0.9009,NoGesture
24,0.9342666666666668,NoGesture
25,0.9676333333333332,NoGesture
26,1.001,NoGesture
27,1.0343666666666669,NoGesture
28,1.0677333333333334,NoGesture
29,1.1011,NoGesture
30,1.1344666666666667,NoGesture
31,1.1678333333333333,NoGesture
32,1.2012,NoGesture
33,1.2345666666666666,NoGesture
34,1.2679333333333334,NoGesture
35,1.3013,NoGesture
36,1.334666666666667,NoGesture
37,1.3680333333333334,NoGesture
38,1.4014,NoGesture
39,1.4347666666666667,NoGesture
40,1.4681333333333333,NoGesture
41,1.5015,NoGesture
42,1.5348666666666666,NoGesture
43,1.5682333333333334,NoGesture
44,1.6016,NoGesture
45,1.634966666666667,NoGesture
46,1.6683333333333334,NoGesture
47,1.7017,NoGesture
48,1.7350666666666668,NoGesture
49,1.7684333333333333,NoGesture
50,1.8018,NoGesture
51,1.8351666666666664,NoGesture
52,1.8685333333333336,NoGesture
53,1.9019,NoGesture
54,1.9352666666666667,NoGesture
55,1.9686333333333337,NoGesture
56,2.002,NoGesture
57,2.0353666666666665,NoGesture
58,2.0687333333333333,NoGesture
59,2.1021,NoGesture
60,2.135466666666667,NoGesture
61,2.168833333333333,NoGesture
62,2.2022,NoGesture
63,2.2355666666666667,NoGesture
64,2.2689333333333335,NoGesture
65,2.3023,NoGesture
66,2.3356666666666666,NoGesture
67,2.3690333333333333,NoGesture
68,2.4024,NoGesture
69,2.435766666666667,NoGesture
70,2.469133333333333,NoGesture
71,2.5025,NoGesture
72,2.5358666666666667,NoGesture
73,2.5692333333333335,NoGesture
74,2.6026,NoGesture
75,2.6359666666666666,NoGesture
76,2.6693333333333333,NoGesture
77,2.7027,NoGesture
78,2.736066666666667,NoGesture
79,2.769433333333333,NoGesture
80,2.8028,NoGesture
81,2.8361666666666667,NoGesture
82,2.8695333333333335,NoGesture
83,2.9029000000000003,NoGesture
84,2.9362666666666666,NoGesture
85,2.9696333333333333,NoGesture
86,3.003,NoGesture
87,3.036366666666667,NoGesture
88,3.069733333333333,NoGesture
89,3.1031,NoGesture
90,3.1364666666666667,NoGesture
91,3.1698333333333335,NoGesture
92,3.2032000000000003,NoGesture
93,3.2365666666666666,NoGesture
94,3.269933333333334,NoGesture
95,3.3033,NoGesture
96,3.336666666666667,NoGesture
97,3.370033333333333,NoGesture
98,3.4034,NoGesture
99,3.4367666666666667,NoGesture
100,3.4701333333333335,NoGesture
101,3.5035000000000003,NoGesture
102,3.5368666666666666,NoGesture
103,3.570233333333334,NoGesture
104,3.6036,NoGesture
105,3.636966666666667,NoGesture
106,3.670333333333333,NoGesture
107,3.7037,NoGesture
108,3.737066666666667,NoGesture
109,3.7704333333333335,NoGesture
110,3.8038,NoGesture
111,3.8371666666666666,NoGesture
112,3.8705333333333334,NoGesture
113,3.9039,NoGesture
114,3.937266666666667,NoGesture
115,3.970633333333333,NoGesture
116,4.004,NoGesture
117,4.037366666666666,NoGesture
118,4.070733333333333,NoGesture
119,4.1041,NoGesture
120,4.137466666666667,NoGesture
121,4.170833333333333,NoGesture
122,4.2042,NoGesture
123,4.237566666666667,NoGesture
124,4.270933333333334,NoGesture
125,4.3043000000000005,NoGesture
126,4.337666666666666,NoGesture
127,4.371033333333333,NoGesture
128,4.4044,NoGesture
129,4.437766666666667,NoGesture
130,4.471133333333333,NoGesture
131,4.5045,NoGesture
132,4.537866666666667,NoGesture
133,4.571233333333334,NoGesture
134,4.6046000000000005,NoGesture
135,4.637966666666666,NoGesture
136,4.671333333333333,NoGesture
137,4.7047,NoGesture
138,4.738066666666667,NoGesture
139,4.771433333333333,NoGesture
140,4.8048,NoGesture
141,4.838166666666667,NoGesture
142,4.871533333333334,NoGesture
143,4.9049000000000005,NoGesture
144,4.938266666666666,NoGesture
145,4.971633333333333,NoGesture
146,5.005,NoGesture
147,5.038366666666667,NoGesture
148,5.071733333333333,NoGesture
149,5.1051,NoGesture
150,5.138466666666667,NoGesture
151,5.171833333333334,NoGesture
152,5.2052000000000005,NoGesture
153,5.238566666666666,NoGesture
154,5.271933333333333,NoGesture
155,5.3053,NoGesture
156,5.338666666666667,NoGesture
157,5.372033333333333,NoGesture
158,5.4054,NoGesture
159,5.438766666666667,NoGesture
160,5.472133333333334,NoGesture
161,5.5055000000000005,NoGesture
162,5.538866666666666,NoGesture
163,5.572233333333333,NoGesture
164,5.6056,NoGesture
165,5.638966666666667,NoGesture
166,5.6723333333333334,NoGesture
167,5.7057,NoGesture
168,5.739066666666667,NoGesture
169,5.772433333333334,NoGesture
170,5.8058000000000005,NoGesture
171,5.839166666666666,NoGesture
172,5.872533333333333,NoGesture
173,5.9059,NoGesture
174,5.939266666666667,NoGesture
175,5.9726333333333335,NoGesture
176,6.006,NoGesture
177,6.039366666666667,NoGesture
178,6.072733333333334,NoGesture
179,6.1061000000000005,NoGesture
180,6.139466666666666,NoGesture
181,6.172833333333333,NoGesture
182,6.2062,NoGesture
183,6.239566666666667,NoGesture
184,6.2729333333333335,NoGesture
185,6.3063,NoGesture
186,6.339666666666667,NoGesture
187,6.373033333333334,NoGesture
188,6.4064000000000005,NoGesture
189,6.439766666666666,NoGesture
190,6.473133333333333,NoGesture
191,6.5065,NoGesture
192,6.539866666666667,NoGesture
193,6.5732333333333335,NoGesture
194,6.6066,NoGesture
195,6.639966666666667,NoGesture
196,6.673333333333334,NoGesture
197,6.7067000000000005,NoGesture
198,6.740066666666666,NoGesture
199,6.773433333333333,NoGesture
200,6.8068,NoGesture
201,6.840166666666667,NoGesture
202,6.8735333333333335,NoGesture
203,6.9069,NoGesture
204,6.940266666666667,NoGesture
205,6.973633333333334,NoGesture
206,7.007000000000001,NoGesture
207,7.040366666666666,NoGesture
208,7.073733333333333,NoGesture
209,7.1071,NoGesture
210,7.140466666666667,NoGesture
211,7.1738333333333335,NoGesture
212,7.2072,NoGesture
213,7.240566666666667,NoGesture
214,7.273933333333334,NoGesture
215,7.307300000000001,NoGesture
216,7.340666666666667,NoGesture
217,7.374033333333333,NoGesture
218,7.4074,NoGesture
219,7.440766666666667,NoGesture
220,7.474133333333333,NoGesture
221,7.5075,Gesture
222,7.540866666666667,Gesture
223,7.574233333333334,Gesture
224,7.6076,Gesture
225,7.640966666666667,Gesture
226,7.674333333333333,Gesture
227,7.7077,Gesture
228,7.741066666666667,Gesture
229,7.774433333333333,Gesture
230,7.8078,Gesture
231,7.841166666666667,Gesture
232,7.874533333333334,Gesture
233,7.9079,Gesture
234,7.941266666666667,Gesture
235,7.974633333333333,Gesture
236,8.008000000000001,Gesture
237,8.041366666666667,Gesture
238,8.074733333333333,Gesture
239,8.1081,Gesture
240,8.141466666666666,Gesture
241,8.174833333333334,Gesture
242,8.2082,Gesture
243,8.241566666666667,Gesture
244,8.274933333333333,Gesture
245,8.308300000000001,Gesture
246,8.341666666666667,Gesture
247,8.375033333333333,Gesture
248,8.4084,Gesture
249,8.441766666666666,Gesture
250,8.475133333333334,Gesture
251,8.5085,Gesture
252,8.541866666666667,Gesture
253,8.575233333333333,Gesture
254,8.608600000000001,Gesture
255,8.641966666666667,Gesture
256,8.675333333333333,Gesture
257,8.7087,Gesture
258,8.742066666666666,Gesture
259,8.775433333333334,Gesture
260,8.8088,Gesture
261,8.842166666666667,Gesture
262,8.875533333333333,Gesture
263,8.908900000000001,Gesture
264,8.942266666666667,Gesture
265,8.975633333333333,Gesture
266,9.009,Gesture
267,9.042366666666666,Gesture
268,9.075733333333334,Gesture
269,9.1091,Gesture
270,9.142466666666667,Gesture
271,9.175833333333332,Gesture
272,9.2092,Gesture
273,9.242566666666669,NoGesture
274,9.275933333333333,NoGesture
275,9.3093,NoGesture
276,9.342666666666666,NoGesture
277,9.376033333333334,NoGesture
278,9.4094,NoGesture
279,9.442766666666667,NoGesture
280,9.476133333333332,NoGesture
281,9.5095,NoGesture
282,9.542866666666669,NoGesture
283,9.576233333333333,NoGesture
284,9.6096,NoGesture
285,9.642966666666666,NoGesture
286,9.676333333333334,NoGesture
287,9.7097,NoGesture
288,9.743066666666667,NoGesture
289,9.776433333333332,NoGesture
290,9.8098,NoGesture
291,9.843166666666669,NoGesture
292,9.876533333333333,NoGesture
293,9.9099,NoGesture
294,9.943266666666666,NoGesture
295,9.976633333333334,NoGesture
296,10.01,NoGesture
297,10.043366666666667,NoGesture
298,10.076733333333332,NoGesture
299,10.1101,NoGesture
300,10.143466666666669,NoGesture
301,10.176833333333333,NoGesture
302,10.2102,NoGesture
303,10.243566666666666,NoGesture
304,10.276933333333334,NoGesture
305,10.3103,NoGesture
306,10.343666666666667,NoGesture
307,10.377033333333332,NoGesture
308,10.4104,NoGesture
309,10.443766666666669,NoGesture
310,10.477133333333333,NoGesture
311,10.5105,NoGesture
312,10.543866666666666,NoGesture
313,10.577233333333334,NoGesture
314,10.6106,NoGesture
315,10.643966666666667,NoGesture
316,10.677333333333332,NoGesture
317,10.7107,NoGesture
318,10.744066666666669,NoGesture
319,10.777433333333333,NoGesture
320,10.8108,Gesture
321,10.844166666666666,Gesture
322,10.877533333333334,Gesture
323,10.9109,Gesture
324,10.944266666666667,Gesture
325,10.977633333333332,Gesture
326,11.011,Gesture
327,11.044366666666669,Gesture
328,11.077733333333333,Gesture
329,11.1111,Gesture
330,11.144466666666666,Gesture
331,11.177833333333334,Gesture
332,11.2112,Gesture
333,11.244566666666667,Gesture
334,11.277933333333332,Gesture
335,11.3113,Gesture
336,11.344666666666669,Gesture
337,11.378033333333333,Gesture
338,11.4114,Gesture
339,11.444766666666666,Gesture
340,11.478133333333334,Gesture
341,11.5115,Gesture
342,11.544866666666667,Gesture
343,11.578233333333332,Gesture
344,11.6116,Gesture
345,11.644966666666669,Gesture
346,11.678333333333333,Gesture
347,11.7117,Gesture
348,11.745066666666666,Gesture
349,11.778433333333334,Gesture
350,11.8118,Gesture
351,11.845166666666668,Gesture
352,11.878533333333332,Gesture
353,11.9119,Gesture
354,11.945266666666669,Gesture
355,11.978633333333333,Gesture
356,12.012,Gesture
357,12.045366666666666,Gesture
358,12.078733333333334,Gesture
