frame,time,label
0,1.0343666666666669,NoGesture
1,1.0677333333333334,NoGesture
2,1.1011,NoGesture
3,1.1344666666666667,NoGesture
4,1.1678333333333333,NoGesture
5,1.2012,NoGesture
6,1.2345666666666666,NoGesture
7,1.2679333333333334,NoGesture
8,1.3013,NoGesture
9,1.334666666666667,NoGesture
10,1.3680333333333334,NoGesture
11,1.4014,NoGesture
12,1.4347666666666667,NoGesture
13,1.4681333333333333,NoGesture
14,1.5015,NoGesture
15,1.5348666666666666,NoGesture
16,1.5682333333333334,NoGesture
17,1.6016,NoGesture
18,1.634966666666667,NoGesture
19,1.6683333333333334,NoGesture
20,1.7017,NoGesture
21,1.7350666666666668,NoGesture
22,1.7684333333333333,NoGesture
23,1.8018,NoGesture
24,2.8695333333333335,NoGesture
25,2.9029000000000003,NoGesture
26,2.9362666666666666,NoGesture
27,2.9696333333333333,NoGesture
28,3.003,NoGesture
29,3.036366666666667,NoGesture
30,3.069733333333333,NoGesture
31,3.1031,NoGesture
32,3.1364666666666667,NoGesture
33,3.1698333333333335,NoGesture
34,3.2032000000000003,NoGesture
35,3.2365666666666666,NoGesture
36,3.269933333333334,NoGesture
37,3.3033,NoGesture
38,3.336666666666667,NoGesture
39,3.370033333333333,NoGesture
40,3.4034,NoGesture
41,3.4367666666666667,NoGesture
42,3.4701333333333335,NoGesture
43,3.5035000000000003,NoGesture
44,3.5368666666666666,NoGesture
45,3.570233333333334,NoGesture
46,3.6036,NoGesture
47,3.636966666666667,NoGesture
48,3.670333333333333,NoGesture
49,3.7037,NoGesture
50,3.737066666666667,NoGesture
51,3.7704333333333335,NoGesture
52,3.8038,NoGesture
53,3.8371666666666666,NoGesture
54,3.8705333333333334,NoGesture
55,3.9039,NoGesture
56,3.937266666666667,NoGesture
57,3.970633333333333,NoGesture
58,4.004,NoGesture
59,4.037366666666666,NoGesture
60,4.070733333333333,NoGesture
61,4.1041,NoGesture
62,4.137466666666667,NoGesture
63,4.170833333333333,NoGesture
64,4.2042,NoGesture
65,4.237566666666667,NoGesture
66,4.270933333333334,NoGesture
67,4.3043000000000005,NoGesture
68,4.337666666666666,NoGesture
69,4.371033333333333,NoGesture
70,4.4044,NoGesture
71,4.437766666666667,NoGesture
72,4.471133333333333,NoGesture
73,4.5045,NoGesture
74,4.537866666666667,NoGesture
75,4.571233333333334,NoGesture
76,4.6046000000000005,NoGesture
77,4.637966666666666,NoGesture
78,4.671333333333333,NoGesture
79,4.7047,NoGesture
80,4.738066666666667,NoGesture
81,4.771433333333333,NoGesture
82,4.8048,NoGesture
83,4.838166666666667,NoGesture
84,4.871533333333334,NoGesture
85,4.9049000000000005,NoGesture
86,4.938266666666666,NoGesture
87,4.971633333333333,NoGesture
88,5.005,NoGesture
89,5.038366666666667,NoGesture
90,5.071733333333333,NoGesture
91,5.1051,NoGesture
92,5.138466666666667,NoGesture
93,5.171833333333334,NoGesture
94,5.2052000000000005,NoGesture
95,5.238566666666666,NoGesture
96,5.271933333333333,NoGesture
97,5.3053,NoGesture
98,5.338666666666667,NoGesture
99,5.372033333333333,NoGesture
100,7.4074,NoGesture
101,7.440766666666667,NoGesture
102,7.474133333333333,NoGesture
