frame,time,label
0,0.3670333333333333,NoGesture
1,0.4004,NoGesture
2,0.4337666666666667,NoGesture
3,0.4671333333333333,NoGesture
4,0.5005000000000001,NoGesture
5,0.5338666666666667,NoGesture
6,0.5672333333333334,NoGesture
7,0.6006,NoGesture
8,0.6339666666666667,NoGesture
9,0.6673333333333333,NoGesture
10,0.7007,NoGesture
11,0.7340666666666666,NoGesture
12,0.7674333333333333,NoGesture
13,0.8008000000000001,NoGesture
14,0.8341666666666667,NoGesture
15,0.8675333333333334,NoGesture
16,0.9009,NoGesture
17,0.9342666666666668,NoGesture
18,0.9676333333333332,NoGesture
19,1.001,NoGesture
20,1.0343666666666669,NoGesture
21,1.0677333333333334,NoGesture
22,1.1011,NoGesture
23,1.1344666666666667,NoGesture
24,1.1678333333333333,NoGesture
25,1.2012,NoGesture
26,1.2345666666666666,NoGesture
27,1.2679333333333334,NoGesture
28,1.3013,NoGesture
29,1.334666666666667,NoGesture
30,1.3680333333333334,NoGesture
31,1.4014,NoGesture
32,1.4347666666666667,NoGesture
33,1.4681333333333333,NoGesture
34,1.5015,NoGesture
35,1.5348666666666666,NoGesture
36,1.5682333333333334,NoGesture
37,1.6016,NoGesture
38,1.634966666666667,NoGesture
39,1.6683333333333334,NoGesture
40,1.7017,NoGesture
41,1.7350666666666668,NoGesture
42,1.7684333333333333,NoGesture
43,1.8018,NoGesture
44,1.8351666666666664,NoGesture
45,1.8685333333333336,NoGesture
46,1.9019,NoGesture
47,1.9352666666666667,NoGesture
48,1.9686333333333337,NoGesture
49,2.002,NoGesture
50,2.0353666666666665,NoGesture
51,2.0687333333333333,NoGesture
52,2.1021,NoGesture
53,2.135466666666667,NoGesture
54,2.168833333333333,NoGesture
55,2.2022,NoGesture
56,2.2355666666666667,NoGesture
57,2.2689333333333335,NoGesture
58,2.3023,NoGesture
59,2.3356666666666666,NoGesture
60,2.3690333333333333,NoGesture
61,2.4024,NoGesture
62,2.435766666666667,NoGesture
63,2.469133333333333,NoGesture
64,2.5025,NoGesture
65,2.5358666666666667,NoGesture
66,2.5692333333333335,NoGesture
67,2.6026,NoGesture
68,2.6359666666666666,NoGesture
69,2.6693333333333333,NoGesture
70,2.7027,NoGesture
71,2.736066666666667,NoGesture
72,2.769433333333333,NoGesture
73,2.8028,NoGesture
74,2.8361666666666667,NoGesture
75,2.8695333333333335,NoGesture
76,2.9029000000000003,NoGesture
77,2.9362666666666666,NoGesture
78,2.9696333333333333,NoGesture
79,3.4367666666666667,NoGesture
80,3.4701333333333335,NoGesture
81,3.5035000000000003,NoGesture
82,3.5368666666666666,NoGesture
83,3.570233333333334,NoGesture
84,3.6036,NoGesture
85,3.636966666666667,NoGesture
86,3.670333333333333,NoGesture
87,3.737066666666667,NoGesture
88,3.7704333333333335,NoGesture
89,3.8038,NoGesture
90,3.8371666666666666,NoGesture
91,3.8705333333333334,NoGesture
92,3.9039,NoGesture
93,3.937266666666667,NoGesture
94,3.970633333333333,NoGesture
95,4.004,NoGesture
96,4.037366666666666,NoGesture
97,4.070733333333333,NoGesture
98,4.1041,NoGesture
99,4.137466666666667,NoGesture
100,4.170833333333333,NoGesture
101,4.2042,NoGesture
102,4.237566666666667,NoGesture
103,4.270933333333334,NoGesture
104,4.3043000000000005,NoGesture
105,4.337666666666666,NoGesture
106,4.371033333333333,NoGesture
107,4.4044,NoGesture
108,4.437766666666667,NoGesture
109,4.471133333333333,NoGesture
110,4.5045,NoGesture
111,4.537866666666667,NoGesture
112,4.571233333333334,NoGesture
113,4.6046000000000005,NoGesture
114,4.637966666666666,NoGesture
115,4.671333333333333,NoGesture
116,4.7047,NoGesture
117,4.738066666666667,NoGesture
118,4.771433333333333,NoGesture
119,4.8048,NoGesture
120,4.838166666666667,NoGesture
121,4.871533333333334,NoGesture
122,4.9049000000000005,NoGesture
123,4.938266666666666,NoGesture
124,4.971633333333333,NoGesture
125,5.005,NoGesture
126,5.038366666666667,NoGesture
127,5.071733333333333,NoGesture
128,5.1051,NoGesture
129,5.138466666666667,NoGesture
130,5.171833333333334,NoGesture
131,5.2052000000000005,NoGesture
132,5.238566666666666,NoGesture
133,5.271933333333333,NoGesture
134,5.3053,NoGesture
135,5.338666666666667,NoGesture
136,5.372033333333333,NoGesture
137,5.4054,NoGesture
138,5.438766666666667,NoGesture
139,5.472133333333334,NoGesture
140,5.5055000000000005,NoGesture
141,5.538866666666666,NoGesture
142,5.572233333333333,NoGesture
143,5.6056,NoGesture
144,5.638966666666667,NoGesture
145,5.6723333333333334,NoGesture
146,5.7057,NoGesture
147,5.739066666666667,NoGesture
148,5.772433333333334,NoGesture
149,5.8058000000000005,NoGesture
150,5.839166666666666,NoGesture
151,5.872533333333333,NoGesture
152,5.9059,NoGesture
153,5.939266666666667,NoGesture
154,5.9726333333333335,NoGesture
155,6.006,NoGesture
156,6.039366666666667,NoGesture
157,6.072733333333334,NoGesture
158,6.1061000000000005,NoGesture
159,6.139466666666666,NoGesture
160,6.172833333333333,NoGesture
161,6.2062,NoGesture
162,6.239566666666667,NoGesture
163,6.2729333333333335,NoGesture
164,6.3063,NoGesture
165,6.339666666666667,NoGesture
166,6.373033333333334,NoGesture
167,6.4064000000000005,NoGesture
168,6.439766666666666,NoGesture
169,6.473133333333333,NoGesture
170,6.5065,NoGesture
171,6.539866666666667,NoGesture
172,6.5732333333333335,NoGesture
173,6.6066,NoGesture
174,6.639966666666667,NoGesture
175,6.673333333333334,NoGesture
176,6.7067000000000005,NoGesture
177,6.740066666666666,NoGesture
178,6.773433333333333,NoGesture
179,6.8068,NoGesture
180,6.840166666666667,NoGesture
181,6.8735333333333335,NoGesture
182,6.9069,NoGesture
183,6.940266666666667,NoGesture
184,6.973633333333334,NoGesture
185,7.007000000000001,NoGesture
186,7.040366666666666,NoGesture
187,7.073733333333333,NoGesture
188,7.1071,NoGesture
189,7.140466666666667,NoGesture
190,7.1738333333333335,NoGesture
191,7.2072,NoGesture
192,7.240566666666667,NoGesture
193,7.273933333333334,NoGesture
194,7.307300000000001,NoGesture
195,7.340666666666667,NoGesture
196,7.374033333333333,NoGesture
197,7.4074,NoGesture
198,7.440766666666667,NoGesture
199,7.474133333333333,NoGesture
200,7.5075,NoGesture
201,7.540866666666667,NoGesture
202,7.574233333333334,NoGesture
203,7.6076,NoGesture
204,7.640966666666667,NoGesture
205,7.674333333333333,NoGesture
206,7.7077,NoGesture
