index,label
0,Gesture
1,Gesture
2,NoGesture
3,Gesture
4,Gesture
5,Gesture
6,NoGesture
7,NoGesture
8,NoGesture
9,Gesture
10,Gesture
11,Gesture
12,Gesture
13,NoGesture
14,NoGesture
15,NoGesture
16,Gesture
17,NoGesture
18,NoGesture
19,NoGesture
20,NoGesture
21,NoGesture
22,NoGesture
23,Gesture
24,NoGesture
25,Gesture
26,Gesture
27,Gesture
28,NoGesture
29,Gesture
30,Gesture
31,NoGesture
32,NoGesture
33,NoGesture
34,NoGesture
35,NoGesture
36,NoGesture
37,NoGesture
38,NoGesture
39,Gesture
40,NoGesture
41,NoGesture
42,NoGesture
43,NoGesture
44,Gesture
45,Gesture
46,NoGesture
47,NoGesture
48,NoGesture
49,NoGesture
50,Gesture
51,NoGesture
52,Gesture
53,Gesture
54,Gesture
55,Gesture
56,Gesture
57,Gesture
58,NoGesture
59,Gesture
60,Gesture
61,Gesture
62,NoGesture
63,NoGesture
64,NoGesture
65,NoGesture
66,NoGesture
67,NoGesture
68,Gesture
69,NoGesture
70,Gesture
71,Gesture
72,Gesture
73,Gesture
74,Gesture
75,Gesture
76,Gesture
77,Gesture
78,Gesture
79,Gesture
80,Gesture
81,Gesture
82,Gesture
83,Gesture
84,Gesture
85,Gesture
86,Gesture
87,Gesture
88,Gesture
89,Gesture
90,NoGesture
91,NoGesture
92,NoGesture
93,NoGesture
94,Gesture
95,Gesture
96,Gesture
97,Gesture
98,Gesture
99,NoGesture
100,Gesture
101,NoGesture
102,NoGesture
103,NoGesture
104,Gesture
105,Gesture
106,Gesture
107,Gesture
108,Gesture
109,Gesture
110,NoGesture
111,Gesture
112,NoGesture
113,Gesture
114,Gesture
115,Gesture
116,Gesture
117,Gesture
118,NoGesture
119,Gesture
120,Gesture
121,Gesture
122,Gesture
123,NoGesture
124,Gesture
125,Gesture
126,Gesture
127,Gesture
128,Gesture
129,Gesture
130,Gesture
131,Gesture
132,Gesture
133,NoGesture
134,NoGesture
135,NoGesture
136,NoGesture
137,NoGesture
138,NoGesture
139,NoGesture
140,Gesture
141,Gesture
142,Gesture
143,NoGesture
144,Gesture
145,NoGesture
146,NoGesture
