index,label
0,other
1,other
2,molding
3,molding
4,molding
5,molding
6,molding
7,other
8,other
9,molding
10,other
11,molding
12,molding
13,molding
14,indexing
15,representing
16,other
17,molding
18,other
19,other
20,other
21,indexing
22,indexing
23,indexing
24,molding
25,molding
26,molding
27,molding
28,molding
29,molding
30,molding
31,other
32,representing
33,representing
34,representing
35,representing
36,representing
37,indexing
38,indexing
39,representing
40,indexing
41,representing
42,representing
43,representing
44,emblematic
45,emblematic
46,molding
47,indexing
48,emblematic
49,representing
50,other
51,other
52,molding
53,molding
54,indexing
55,other
56,other
57,other
58,indexing
59,nogesture
60,other
61,molding
62,molding
63,other
64,molding
65,molding
66,nogesture
67,molding
68,other
69,other
70,other
71,other
72,other
73,molding
74,representing
75,representing
76,representing
77,emblematic
78,representing
79,representing
80,emblematic
81,indexing
82,other
83,indexing
84,emblematic
85,emblematic
86,emblematic
87,emblematic
88,molding
89,molding
90,emblematic
91,molding
92,molding
93,molding
94,other
95,other
96,other
97,molding
98,molding
99,molding
100,molding
101,molding
102,molding
103,representing
104,representing
105,representing
106,representing
107,molding
108,emblematic
109,representing
110,indexing
111,representing
112,nogesture
