index,label
0,representing
1,indexing
2,nogesture
3,representing
4,indexing
5,indexing
6,other
7,nogesture
8,nogesture
9,representing
10,other
11,indexing
12,other
13,other
14,other
15,other
16,nogesture
17,other
18,indexing
19,nogesture
20,other
21,other
22,indexing
23,molding
24,other
25,representing
26,indexing
27,nogesture
28,nogesture
29,other
30,other
31,nogesture
32,nogesture
33,other
34,other
35,nogesture
36,nogesture
37,nogesture
38,nogesture
39,nogesture
40,nogesture
41,nogesture
42,nogesture
43,nogesture
44,nogesture
45,molding
46,other
47,nogesture
48,nogesture
49,nogesture
50,ok
51,nogesture
52,representing
53,indexing
54,emblematic
55,representing
56,emblematic
57,representing
58,nogesture
59,representing
60,indexing
61,representing
62,nogesture
63,nogesture
64,nogesture
65,indexing
66,nogesture
67,representing
68,representing
69,nogesture
70,indexing
71,emblematic
72,representing
73,indexing
74,representing
75,representing
76,indexing
77,indexing
78,representing
79,representing
80,nogesture
81,nogesture
82,nogesture
83,indexing
84,representing
85,nogesture
86,nogesture
87,nogesture
88,emblematic
89,representing
90,other
91,nogesture
92,other
93,other
94,nogesture
95,indexing
96,other
97,representing
98,representing
99,molding
100,representing
101,other
102,other
103,nogesture
104,representing
105,representing
106,representing
107,indexing
108,indexing
109,indexing
110,nogesture
111,molding
112,other
113,indexing
114,ok
115,indexing
116,representing
117,representing
118,nogesture
119,emblematic
120,representing
121,representing
122,nogesture
123,nogesture
124,emblematic
125,emblematic
126,molding
127,molding
128,representing
129,representing
130,representing
131,representing
132,representing
133,other
134,other
135,nogesture
136,other
137,nogesture
138,nogesture
139,nogesture
140,representing
141,representing
142,nogesture
143,nogesture
144,molding
145,molding
146,other
